GAME_ID,HOME/AWAY,WL,MIN_TEAM,PTS_TEAM,FGM_TEAM,FGA_TEAM,FG_PCT_TEAM,FG3M_TEAM,FG3A_TEAM,FG3_PCT_TEAM,FTM_TEAM,FTA_TEAM,FT_PCT_TEAM,OREB_TEAM,DREB_TEAM,REB_TEAM,AST_TEAM,STL_TEAM,BLK_TEAM,TOV_PCT_TEAM,PF_TEAM,PLUS_MINUS_TEAM,FGM_AJ Green,FGM_Bobby Portis,FGM_Brook Lopez,FGM_George Hill,FGM_Giannis Antetokounmpo,FGM_Grayson Allen,FGM_Jevon Carter,FGM_Joe Ingles,FGM_Jordan Nwora,FGM_Jrue Holiday,FGM_Khris Middleton,FGM_MarJon Beauchamp,FGM_Pat Connaughton,FGM_Sandro Mamukelashvili,FGM_Serge Ibaka,FGM_Thanasis Antetokounmpo,FGM_Wesley Matthews,FGA_AJ Green,FGA_Bobby Portis,FGA_Brook Lopez,FGA_George Hill,FGA_Giannis Antetokounmpo,FGA_Grayson Allen,FGA_Jevon Carter,FGA_Joe Ingles,FGA_Jordan Nwora,FGA_Jrue Holiday,FGA_Khris Middleton,FGA_MarJon Beauchamp,FGA_Pat Connaughton,FGA_Sandro Mamukelashvili,FGA_Serge Ibaka,FGA_Thanasis Antetokounmpo,FGA_Wesley Matthews,FG_PCT_AJ Green,FG_PCT_Bobby Portis,FG_PCT_Brook Lopez,FG_PCT_George Hill,FG_PCT_Giannis Antetokounmpo,FG_PCT_Grayson Allen,FG_PCT_Jevon Carter,FG_PCT_Joe Ingles,FG_PCT_Jordan Nwora,FG_PCT_Jrue Holiday,FG_PCT_Khris Middleton,FG_PCT_MarJon Beauchamp,FG_PCT_Pat Connaughton,FG_PCT_Sandro Mamukelashvili,FG_PCT_Serge Ibaka,FG_PCT_Thanasis Antetokounmpo,FG_PCT_Wesley Matthews,FG3M_AJ Green,FG3M_Bobby Portis,FG3M_Brook Lopez,FG3M_George Hill,FG3M_Giannis Antetokounmpo,FG3M_Grayson Allen,FG3M_Jevon Carter,FG3M_Joe Ingles,FG3M_Jordan Nwora,FG3M_Jrue Holiday,FG3M_Khris Middleton,FG3M_MarJon Beauchamp,FG3M_Pat Connaughton,FG3M_Sandro Mamukelashvili,FG3M_Serge Ibaka,FG3M_Thanasis Antetokounmpo,FG3M_Wesley Matthews,FG3A_AJ Green,FG3A_Bobby Portis,FG3A_Brook Lopez,FG3A_George Hill,FG3A_Giannis Antetokounmpo,FG3A_Grayson Allen,FG3A_Jevon Carter,FG3A_Joe Ingles,FG3A_Jordan Nwora,FG3A_Jrue Holiday,FG3A_Khris Middleton,FG3A_MarJon Beauchamp,FG3A_Pat Connaughton,FG3A_Sandro Mamukelashvili,FG3A_Serge Ibaka,FG3A_Thanasis Antetokounmpo,FG3A_Wesley Matthews,FG3_PCT_AJ Green,FG3_PCT_Bobby Portis,FG3_PCT_Brook Lopez,FG3_PCT_George Hill,FG3_PCT_Giannis Antetokounmpo,FG3_PCT_Grayson Allen,FG3_PCT_Jevon Carter,FG3_PCT_Joe Ingles,FG3_PCT_Jordan Nwora,FG3_PCT_Jrue Holiday,FG3_PCT_Khris Middleton,FG3_PCT_MarJon Beauchamp,FG3_PCT_Pat Connaughton,FG3_PCT_Sandro Mamukelashvili,FG3_PCT_Serge Ibaka,FG3_PCT_Thanasis Antetokounmpo,FG3_PCT_Wesley Matthews,FTM_AJ Green,FTM_Bobby Portis,FTM_Brook Lopez,FTM_George Hill,FTM_Giannis Antetokounmpo,FTM_Grayson Allen,FTM_Jevon Carter,FTM_Joe Ingles,FTM_Jordan Nwora,FTM_Jrue Holiday,FTM_Khris Middleton,FTM_MarJon Beauchamp,FTM_Pat Connaughton,FTM_Sandro Mamukelashvili,FTM_Serge Ibaka,FTM_Thanasis Antetokounmpo,FTM_Wesley Matthews,FTA_AJ Green,FTA_Bobby Portis,FTA_Brook Lopez,FTA_George Hill,FTA_Giannis Antetokounmpo,FTA_Grayson Allen,FTA_Jevon Carter,FTA_Joe Ingles,FTA_Jordan Nwora,FTA_Jrue Holiday,FTA_Khris Middleton,FTA_MarJon Beauchamp,FTA_Pat Connaughton,FTA_Sandro Mamukelashvili,FTA_Serge Ibaka,FTA_Thanasis Antetokounmpo,FTA_Wesley Matthews,FT_PCT_AJ Green,FT_PCT_Bobby Portis,FT_PCT_Brook Lopez,FT_PCT_George Hill,FT_PCT_Giannis Antetokounmpo,FT_PCT_Grayson Allen,FT_PCT_Jevon Carter,FT_PCT_Joe Ingles,FT_PCT_Jordan Nwora,FT_PCT_Jrue Holiday,FT_PCT_Khris Middleton,FT_PCT_MarJon Beauchamp,FT_PCT_Pat Connaughton,FT_PCT_Sandro Mamukelashvili,FT_PCT_Serge Ibaka,FT_PCT_Thanasis Antetokounmpo,FT_PCT_Wesley Matthews,OREB_AJ Green,OREB_Bobby Portis,OREB_Brook Lopez,OREB_George Hill,OREB_Giannis Antetokounmpo,OREB_Grayson Allen,OREB_Jevon Carter,OREB_Joe Ingles,OREB_Jordan Nwora,OREB_Jrue Holiday,OREB_Khris Middleton,OREB_MarJon Beauchamp,OREB_Pat Connaughton,OREB_Sandro Mamukelashvili,OREB_Serge Ibaka,OREB_Thanasis Antetokounmpo,OREB_Wesley Matthews,DREB_AJ Green,DREB_Bobby Portis,DREB_Brook Lopez,DREB_George Hill,DREB_Giannis Antetokounmpo,DREB_Grayson Allen,DREB_Jevon Carter,DREB_Joe Ingles,DREB_Jordan Nwora,DREB_Jrue Holiday,DREB_Khris Middleton,DREB_MarJon Beauchamp,DREB_Pat Connaughton,DREB_Sandro Mamukelashvili,DREB_Serge Ibaka,DREB_Thanasis Antetokounmpo,DREB_Wesley Matthews,REB_AJ Green,REB_Bobby Portis,REB_Brook Lopez,REB_George Hill,REB_Giannis Antetokounmpo,REB_Grayson Allen,REB_Jevon Carter,REB_Joe Ingles,REB_Jordan Nwora,REB_Jrue Holiday,REB_Khris Middleton,REB_MarJon Beauchamp,REB_Pat Connaughton,REB_Sandro Mamukelashvili,REB_Serge Ibaka,REB_Thanasis Antetokounmpo,REB_Wesley Matthews,AST_AJ Green,AST_Bobby Portis,AST_Brook Lopez,AST_George Hill,AST_Giannis Antetokounmpo,AST_Grayson Allen,AST_Jevon Carter,AST_Joe Ingles,AST_Jordan Nwora,AST_Jrue Holiday,AST_Khris Middleton,AST_MarJon Beauchamp,AST_Pat Connaughton,AST_Sandro Mamukelashvili,AST_Serge Ibaka,AST_Thanasis Antetokounmpo,AST_Wesley Matthews,STL_AJ Green,STL_Bobby Portis,STL_Brook Lopez,STL_George Hill,STL_Giannis Antetokounmpo,STL_Grayson Allen,STL_Jevon Carter,STL_Joe Ingles,STL_Jordan Nwora,STL_Jrue Holiday,STL_Khris Middleton,STL_MarJon Beauchamp,STL_Pat Connaughton,STL_Sandro Mamukelashvili,STL_Serge Ibaka,STL_Thanasis Antetokounmpo,STL_Wesley Matthews,BLK_AJ Green,BLK_Bobby Portis,BLK_Brook Lopez,BLK_George Hill,BLK_Giannis Antetokounmpo,BLK_Grayson Allen,BLK_Jevon Carter,BLK_Joe Ingles,BLK_Jordan Nwora,BLK_Jrue Holiday,BLK_Khris Middleton,BLK_MarJon Beauchamp,BLK_Pat Connaughton,BLK_Sandro Mamukelashvili,BLK_Serge Ibaka,BLK_Thanasis Antetokounmpo,BLK_Wesley Matthews,TO_AJ Green,TO_Bobby Portis,TO_Brook Lopez,TO_George Hill,TO_Giannis Antetokounmpo,TO_Grayson Allen,TO_Jevon Carter,TO_Joe Ingles,TO_Jordan Nwora,TO_Jrue Holiday,TO_Khris Middleton,TO_MarJon Beauchamp,TO_Pat Connaughton,TO_Sandro Mamukelashvili,TO_Serge Ibaka,TO_Thanasis Antetokounmpo,TO_Wesley Matthews,PF_AJ Green,PF_Bobby Portis,PF_Brook Lopez,PF_George Hill,PF_Giannis Antetokounmpo,PF_Grayson Allen,PF_Jevon Carter,PF_Joe Ingles,PF_Jordan Nwora,PF_Jrue Holiday,PF_Khris Middleton,PF_MarJon Beauchamp,PF_Pat Connaughton,PF_Sandro Mamukelashvili,PF_Serge Ibaka,PF_Thanasis Antetokounmpo,PF_Wesley Matthews,PTS_AJ Green,PTS_Bobby Portis,PTS_Brook Lopez,PTS_George Hill,PTS_Giannis Antetokounmpo,PTS_Grayson Allen,PTS_Jevon Carter,PTS_Joe Ingles,PTS_Jordan Nwora,PTS_Jrue Holiday,PTS_Khris Middleton,PTS_MarJon Beauchamp,PTS_Pat Connaughton,PTS_Sandro Mamukelashvili,PTS_Serge Ibaka,PTS_Thanasis Antetokounmpo,PTS_Wesley Matthews,PTS_OPP,FGM_OPP,FGA_OPP,FG_PCT_OPP,FG3M_OPP,FG3A_OPP,FG3_PCT_OPP,FTM_OPP,FTA_OPP,FT_PCT_OPP,OREB_OPP,DREB_OPP,REB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP
0022000928,Away,W,241,114,47,93,0.505,9,35,0.257,11,14,0.786,9,39,48,28,13,3,15,24,10.0,,2.0,9.0,,11.0,,,,,6.0,7.0,,0.0,,,0.0,,,6.0,12.0,,19.0,,,,,15.0,15.0,,2.0,,,2.0,,,0.333,0.75,,0.579,,,,,0.4,0.467,,0.0,,,0.0,,,0.0,0.0,,2.0,,,,,0.0,2.0,,0.0,,,0.0,,,2.0,2.0,,4.0,,,,,3.0,8.0,,2.0,,,2.0,,,0.0,0.0,,0.5,,,,,0.0,0.25,,0.0,,,0.0,,,1.0,4.0,,5.0,,,,,0.0,1.0,,0.0,,,0.0,,,2.0,4.0,,5.0,,,,,0.0,3.0,,0.0,,,0.0,,,0.5,1.0,,1.0,,,,,0.0,0.333,,0.0,,,0.0,,,1.0,2.0,,1.0,,,,,2.0,0.0,,0.0,,,1.0,,,4.0,2.0,,11.0,,,,,8.0,5.0,,2.0,,,0.0,,,5.0,4.0,,12.0,,,,,10.0,5.0,,2.0,,,1.0,,,3.0,2.0,,8.0,,,,,5.0,6.0,,0.0,,,0.0,,,0.0,2.0,,3.0,,,,,1.0,2.0,,1.0,,,0.0,,,0.0,0.0,,1.0,,,,,0.0,0.0,,1.0,,,0.0,,,1.0,1.0,,4.0,,,,,4.0,3.0,,0.0,,,0.0,,,3.0,5.0,,4.0,,,,,4.0,3.0,,2.0,,,0.0,,,5.0,22.0,,29.0,,,,,12.0,17.0,,0.0,,,0.0,,104,38,82,0.463,12,35,0.343,16,23,0.696,7,31,38,26,6,7,17,17
0022000913,Away,L,239,104,39,81,0.481,8,28,0.286,18,23,0.783,4,37,41,20,6,6,12,18,-7.0,,3.0,4.0,,11.0,,,,,8.0,9.0,,2.0,,,0.0,,,7.0,9.0,,17.0,,,,,11.0,18.0,,5.0,,,0.0,,,0.429,0.444,,0.647,,,,,0.727,0.5,,0.4,,,0.0,,,2.0,1.0,,1.0,,,,,0.0,3.0,,1.0,,,0.0,,,3.0,4.0,,3.0,,,,,1.0,5.0,,3.0,,,0.0,,,0.667,0.25,,0.333,,,,,0.0,0.6,,0.333,,,0.0,,,2.0,2.0,,8.0,,,,,3.0,2.0,,0.0,,,0.0,,,2.0,3.0,,10.0,,,,,5.0,2.0,,0.0,,,0.0,,,1.0,0.667,,0.8,,,,,0.6,1.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,,,,0.0,3.0,,0.0,,,0.0,,,5.0,1.0,,14.0,,,,,5.0,3.0,,0.0,,,1.0,,,5.0,1.0,,14.0,,,,,5.0,6.0,,0.0,,,1.0,,,0.0,0.0,,4.0,,,,,11.0,2.0,,1.0,,,0.0,,,0.0,0.0,,1.0,,,,,1.0,1.0,,0.0,,,0.0,,,0.0,3.0,,2.0,,,,,0.0,0.0,,0.0,,,0.0,,,2.0,0.0,,2.0,,,,,1.0,3.0,,1.0,,,0.0,,,2.0,1.0,,3.0,,,,,2.0,1.0,,2.0,,,1.0,,,10.0,11.0,,31.0,,,,,19.0,23.0,,5.0,,,0.0,,111,40,88,0.455,13,35,0.371,18,23,0.783,5,39,44,23,6,1,9,20
0022000905,Home,W,241,132,49,95,0.516,18,40,0.45,16,24,0.667,16,39,55,33,10,4,15,28,38.0,,8.0,2.0,,9.0,,,,4.0,5.0,0.0,,4.0,,,2.0,,,14.0,7.0,,12.0,,,,6.0,12.0,6.0,,8.0,,,4.0,,,0.571,0.286,,0.75,,,,0.667,0.417,0.0,,0.5,,,0.5,,,1.0,1.0,,1.0,,,,3.0,2.0,0.0,,2.0,,,0.0,,,3.0,4.0,,3.0,,,,4.0,4.0,2.0,,6.0,,,0.0,,,0.333,0.25,,0.333,,,,0.75,0.5,0.0,,0.333,,,0.0,,,0.0,0.0,,5.0,,,,2.0,0.0,4.0,,1.0,,,0.0,,,0.0,0.0,,10.0,,,,2.0,1.0,4.0,,1.0,,,0.0,,,0.0,0.0,,0.5,,,,1.0,0.0,1.0,,1.0,,,0.0,,,6.0,1.0,,1.0,,,,0.0,0.0,0.0,,2.0,,,3.0,,,2.0,1.0,,13.0,,,,3.0,3.0,2.0,,4.0,,,3.0,,,8.0,2.0,,14.0,,,,3.0,3.0,2.0,,6.0,,,6.0,,,0.0,1.0,,7.0,,,,0.0,5.0,1.0,,1.0,,,5.0,,,0.0,0.0,,2.0,,,,1.0,4.0,0.0,,0.0,,,0.0,,,0.0,2.0,,1.0,,,,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,4.0,,,,2.0,1.0,0.0,,0.0,,,0.0,,,3.0,1.0,,2.0,,,,2.0,0.0,3.0,,3.0,,,4.0,,,17.0,5.0,,24.0,,,,13.0,12.0,4.0,,11.0,,,4.0,,94,31,82,0.378,7,31,0.226,25,34,0.735,10,31,41,15,11,4,17,20
0022000894,Home,W,241,124,45,81,0.556,20,40,0.5,14,23,0.609,6,39,45,32,6,8,16,16,7.0,,9.0,6.0,,8.0,,,,0.0,5.0,10.0,,4.0,,,0.0,,,11.0,10.0,,15.0,,,,0.0,12.0,16.0,,6.0,,,0.0,,,0.818,0.6,,0.533,,,,0.0,0.417,0.625,,0.667,,,0.0,,,5.0,4.0,,1.0,,,,0.0,1.0,4.0,,2.0,,,0.0,,,5.0,7.0,,2.0,,,,0.0,5.0,7.0,,4.0,,,0.0,,,1.0,0.571,,0.5,,,,0.0,0.2,0.571,,0.5,,,0.0,,,0.0,0.0,,10.0,,,,0.0,1.0,0.0,,0.0,,,0.0,,,0.0,0.0,,18.0,,,,0.0,2.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0.556,,,,0.0,0.5,0.0,,0.0,,,0.0,,,1.0,0.0,,2.0,,,,0.0,0.0,0.0,,1.0,,,0.0,,,4.0,4.0,,14.0,,,,0.0,4.0,1.0,,4.0,,,0.0,,,5.0,4.0,,16.0,,,,0.0,4.0,1.0,,5.0,,,0.0,,,1.0,1.0,,6.0,,,,0.0,11.0,5.0,,1.0,,,0.0,,,1.0,0.0,,2.0,,,,0.0,1.0,1.0,,0.0,,,0.0,,,3.0,2.0,,1.0,,,,0.0,1.0,0.0,,1.0,,,0.0,,,1.0,1.0,,3.0,,,,1.0,2.0,2.0,,1.0,,,1.0,,,3.0,2.0,,2.0,,,,1.0,1.0,1.0,,2.0,,,0.0,,,23.0,16.0,,27.0,,,,0.0,12.0,24.0,,10.0,,,0.0,,117,46,91,0.505,12,27,0.444,13,18,0.722,7,26,33,27,7,3,8,17
0022000873,Home,L,262,127,49,102,0.48,11,34,0.324,18,19,0.947,9,42,51,19,7,3,11,15,-1.0,,2.0,3.0,,12.0,,,,,10.0,10.0,,3.0,,,0.0,,,5.0,8.0,,22.0,,,,,19.0,22.0,,4.0,,,0.0,,,0.4,0.375,,0.545,,,,,0.526,0.455,,0.75,,,0.0,,,0.0,1.0,,0.0,,,,,2.0,2.0,,3.0,,,0.0,,,1.0,3.0,,1.0,,,,,6.0,9.0,,4.0,,,0.0,,,0.0,0.333,,0.0,,,,,0.333,0.222,,0.75,,,0.0,,,2.0,0.0,,9.0,,,,,3.0,4.0,,0.0,,,0.0,,,2.0,0.0,,10.0,,,,,3.0,4.0,,0.0,,,0.0,,,1.0,0.0,,0.9,,,,,1.0,1.0,,0.0,,,0.0,,,0.0,1.0,,0.0,,,,,1.0,1.0,,1.0,,,0.0,,,2.0,4.0,,8.0,,,,,3.0,6.0,,8.0,,,0.0,,,2.0,5.0,,8.0,,,,,4.0,7.0,,9.0,,,0.0,,,0.0,0.0,,2.0,,,,,8.0,5.0,,0.0,,,0.0,,,0.0,1.0,,1.0,,,,,2.0,2.0,,1.0,,,0.0,,,0.0,1.0,,1.0,,,,,1.0,0.0,,0.0,,,0.0,,,1.0,0.0,,3.0,,,,,2.0,2.0,,1.0,,,0.0,,,2.0,0.0,,3.0,,,,,3.0,2.0,,0.0,,,1.0,,,6.0,7.0,,33.0,,,,,25.0,26.0,,9.0,,,0.0,,128,51,106,0.481,17,42,0.405,9,10,0.9,8,37,45,28,7,4,11,16
0022000859,Home,L,238,115,39,91,0.429,16,47,0.34,21,27,0.778,13,32,45,27,7,1,16,8,-13.0,,2.0,5.0,,10.0,,,,0.0,5.0,5.0,,3.0,,,0.0,,,5.0,13.0,,18.0,,,,0.0,11.0,13.0,,9.0,,,0.0,,,0.4,0.385,,0.556,,,,0.0,0.455,0.385,,0.333,,,0.0,,,1.0,4.0,,0.0,,,,0.0,3.0,3.0,,1.0,,,0.0,,,3.0,9.0,,3.0,,,,0.0,5.0,6.0,,7.0,,,0.0,,,0.333,0.444,,0.0,,,,0.0,0.6,0.5,,0.143,,,0.0,,,1.0,3.0,,8.0,,,,0.0,4.0,3.0,,0.0,,,0.0,,,2.0,3.0,,12.0,,,,0.0,4.0,4.0,,0.0,,,0.0,,,0.5,1.0,,0.667,,,,0.0,1.0,0.75,,0.0,,,0.0,,,0.0,0.0,,3.0,,,,0.0,2.0,1.0,,0.0,,,2.0,,,1.0,3.0,,8.0,,,,0.0,2.0,4.0,,4.0,,,0.0,,,1.0,3.0,,11.0,,,,0.0,4.0,5.0,,4.0,,,2.0,,,0.0,0.0,,8.0,,,,0.0,7.0,10.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,,,0.0,2.0,2.0,,1.0,,,1.0,,,0.0,1.0,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,,,1.0,1.0,,4.0,,,,0.0,2.0,3.0,,1.0,,,1.0,,,0.0,3.0,,0.0,,,,0.0,0.0,3.0,,1.0,,,0.0,,,6.0,17.0,,28.0,,,,0.0,17.0,16.0,,7.0,,,0.0,,128,51,93,0.548,15,40,0.375,11,12,0.917,7,36,43,31,10,3,10,18
0022000840,Away,W,241,120,46,95,0.484,16,43,0.372,12,17,0.706,14,37,51,25,8,1,8,16,11.0,,4.0,7.0,,7.0,,,,,9.0,4.0,,5.0,,,0.0,,,9.0,10.0,,12.0,,,,,17.0,14.0,,12.0,,,0.0,,,0.444,0.7,,0.583,,,,,0.529,0.286,,0.417,,,0.0,,,1.0,3.0,,1.0,,,,,2.0,2.0,,4.0,,,0.0,,,2.0,6.0,,2.0,,,,,4.0,7.0,,11.0,,,0.0,,,0.5,0.5,,0.5,,,,,0.5,0.286,,0.364,,,0.0,,,2.0,2.0,,0.0,,,,,3.0,0.0,,0.0,,,0.0,,,2.0,3.0,,2.0,,,,,4.0,0.0,,0.0,,,0.0,,,1.0,0.667,,0.0,,,,,0.75,0.0,,0.0,,,0.0,,,2.0,3.0,,0.0,,,,,3.0,2.0,,1.0,,,1.0,,,5.0,9.0,,5.0,,,,,1.0,7.0,,6.0,,,0.0,,,7.0,12.0,,5.0,,,,,4.0,9.0,,7.0,,,1.0,,,2.0,0.0,,2.0,,,,,7.0,7.0,,0.0,,,0.0,,,1.0,0.0,,3.0,,,,,1.0,1.0,,1.0,,,0.0,,,0.0,1.0,,0.0,,,,,0.0,0.0,,0.0,,,0.0,,,0.0,3.0,,1.0,,,,,2.0,1.0,,0.0,,,0.0,,,1.0,3.0,,0.0,,,,,1.0,3.0,,2.0,,,1.0,,,11.0,19.0,,15.0,,,,,23.0,10.0,,14.0,,,0.0,,109,39,86,0.453,14,34,0.412,17,19,0.895,8,31,39,23,5,4,11,15
0022000834,Away,W,238,130,46,98,0.469,19,40,0.475,19,23,0.826,7,45,52,26,14,4,16,20,25.0,,6.0,6.0,,,,,,3.0,7.0,9.0,,5.0,,,0.0,,,13.0,9.0,,,,,,7.0,15.0,15.0,,10.0,,,5.0,,,0.462,0.667,,,,,,0.429,0.467,0.6,,0.5,,,0.0,,,1.0,2.0,,,,,,2.0,1.0,3.0,,4.0,,,0.0,,,2.0,4.0,,,,,,3.0,3.0,7.0,,8.0,,,1.0,,,0.5,0.5,,,,,,0.667,0.333,0.429,,0.5,,,0.0,,,0.0,4.0,,,,,,0.0,0.0,6.0,,0.0,,,1.0,,,0.0,4.0,,,,,,0.0,0.0,6.0,,0.0,,,4.0,,,0.0,1.0,,,,,,0.0,0.0,1.0,,0.0,,,0.25,,,3.0,1.0,,,,,,0.0,0.0,1.0,,0.0,,,2.0,,,4.0,7.0,,,,,,1.0,4.0,7.0,,4.0,,,4.0,,,7.0,8.0,,,,,,1.0,4.0,8.0,,4.0,,,6.0,,,5.0,0.0,,,,,,0.0,4.0,7.0,,0.0,,,3.0,,,2.0,2.0,,,,,,1.0,3.0,1.0,,0.0,,,2.0,,,0.0,2.0,,,,,,0.0,0.0,0.0,,0.0,,,1.0,,,0.0,0.0,,,,,,1.0,2.0,3.0,,1.0,,,3.0,,,2.0,3.0,,,,,,1.0,1.0,0.0,,3.0,,,2.0,,,13.0,18.0,,,,,,8.0,15.0,27.0,,14.0,,,1.0,,105,34,92,0.37,15,41,0.366,22,31,0.71,10,37,47,22,13,7,16,17
0022000808,Away,W,239,124,46,94,0.489,19,40,0.475,13,15,0.867,12,44,56,28,8,7,11,15,37.0,,6.0,3.0,,,,,,5.0,4.0,8.0,,4.0,,,3.0,,,12.0,9.0,,,,,,12.0,10.0,13.0,,4.0,,,5.0,,,0.5,0.333,,,,,,0.417,0.4,0.615,,1.0,,,0.6,,,4.0,1.0,,,,,,1.0,2.0,2.0,,3.0,,,0.0,,,6.0,3.0,,,,,,5.0,2.0,4.0,,3.0,,,0.0,,,0.667,0.333,,,,,,0.2,1.0,0.5,,1.0,,,0.0,,,0.0,2.0,,,,,,0.0,2.0,3.0,,0.0,,,1.0,,,0.0,2.0,,,,,,0.0,2.0,4.0,,0.0,,,1.0,,,0.0,1.0,,,,,,0.0,1.0,0.75,,0.0,,,1.0,,,1.0,1.0,,,,,,1.0,2.0,2.0,,1.0,,,2.0,,,9.0,3.0,,,,,,2.0,3.0,6.0,,3.0,,,3.0,,,10.0,4.0,,,,,,3.0,5.0,8.0,,4.0,,,5.0,,,1.0,1.0,,,,,,1.0,7.0,5.0,,2.0,,,1.0,,,1.0,0.0,,,,,,1.0,1.0,1.0,,0.0,,,0.0,,,0.0,0.0,,,,,,2.0,1.0,1.0,,0.0,,,2.0,,,2.0,0.0,,,,,,1.0,2.0,2.0,,1.0,,,0.0,,,1.0,1.0,,,,,,2.0,0.0,1.0,,0.0,,,3.0,,,16.0,9.0,,,,,,11.0,12.0,21.0,,11.0,,,7.0,,87,32,86,0.372,8,36,0.222,15,19,0.789,7,30,37,19,8,6,14,13
0022000796,Home,L,241,119,44,98,0.449,14,38,0.368,17,23,0.739,13,35,48,23,10,3,17,14,-8.0,,5.0,,,,,,,9.0,,,,1.0,,,5.0,,,15.0,,,,,,,16.0,,,,4.0,,,15.0,,,0.333,,,,,,,0.563,,,,0.25,,,0.333,,,0.0,,,,,,,4.0,,,,1.0,,,0.0,,,2.0,,,,,,,10.0,,,,3.0,,,2.0,,,0.0,,,,,,,0.4,,,,0.333,,,0.0,,,0.0,,,,,,,2.0,,,,1.0,,,2.0,,,0.0,,,,,,,2.0,,,,2.0,,,5.0,,,0.0,,,,,,,1.0,,,,0.5,,,0.4,,,7.0,,,,,,,0.0,,,,1.0,,,3.0,,,6.0,,,,,,,6.0,,,,0.0,,,1.0,,,13.0,,,,,,,6.0,,,,1.0,,,4.0,,,1.0,,,,,,,2.0,,,,0.0,,,3.0,,,0.0,,,,,,,1.0,,,,1.0,,,1.0,,,2.0,,,,,,,0.0,,,,1.0,,,0.0,,,6.0,,,,,,,0.0,,,,1.0,,,5.0,,,2.0,,,,,,,1.0,,,,1.0,,,1.0,,,10.0,,,,,,,24.0,,,,4.0,,,12.0,,127,44,91,0.484,19,50,0.38,20,22,0.909,13,36,49,35,4,10,18,19
0022000786,Away,L,240,101,38,100,0.38,12,33,0.364,13,16,0.813,14,38,52,16,8,1,9,20,-15.0,,8.0,7.0,,,,,,,6.0,6.0,,2.0,,,1.0,,,19.0,11.0,,,,,,,16.0,27.0,,5.0,,,2.0,,,0.421,0.636,,,,,,,0.375,0.222,,0.4,,,0.5,,,1.0,2.0,,,,,,,1.0,2.0,,0.0,,,0.0,,,4.0,3.0,,,,,,,4.0,4.0,,2.0,,,1.0,,,0.25,0.667,,,,,,,0.25,0.5,,0.0,,,0.0,,,3.0,0.0,,,,,,,0.0,0.0,,0.0,,,0.0,,,4.0,0.0,,,,,,,0.0,0.0,,0.0,,,0.0,,,0.75,0.0,,,,,,,0.0,0.0,,0.0,,,0.0,,,3.0,2.0,,,,,,,1.0,2.0,,3.0,,,3.0,,,11.0,2.0,,,,,,,4.0,6.0,,4.0,,,1.0,,,14.0,4.0,,,,,,,5.0,8.0,,7.0,,,4.0,,,2.0,1.0,,,,,,,3.0,3.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,0.0,1.0,,2.0,,,1.0,,,0.0,0.0,,,,,,,1.0,0.0,,0.0,,,0.0,,,0.0,0.0,,,,,,,3.0,1.0,,0.0,,,1.0,,,1.0,2.0,,,,,,,3.0,3.0,,1.0,,,4.0,,,20.0,16.0,,,,,,,13.0,14.0,,4.0,,,2.0,,116,43,97,0.443,17,45,0.378,13,18,0.722,15,41,56,23,6,8,11,15
0022000774,Away,L,241,121,44,86,0.512,14,32,0.438,19,22,0.864,6,34,40,25,7,2,14,13,-1.0,,5.0,3.0,,,,,,0.0,11.0,10.0,,1.0,,,4.0,,,10.0,9.0,,,,,,0.0,18.0,19.0,,6.0,,,4.0,,,0.5,0.333,,,,,,0.0,0.611,0.526,,0.167,,,1.0,,,2.0,0.0,,,,,,0.0,4.0,2.0,,0.0,,,0.0,,,3.0,4.0,,,,,,0.0,7.0,4.0,,4.0,,,0.0,,,0.667,0.0,,,,,,0.0,0.571,0.5,,0.0,,,0.0,,,1.0,3.0,,,,,,0.0,3.0,6.0,,1.0,,,2.0,,,2.0,3.0,,,,,,0.0,3.0,6.0,,2.0,,,3.0,,,0.5,1.0,,,,,,0.0,1.0,1.0,,0.5,,,0.667,,,0.0,1.0,,,,,,0.0,2.0,0.0,,1.0,,,0.0,,,13.0,2.0,,,,,,0.0,1.0,2.0,,7.0,,,5.0,,,13.0,3.0,,,,,,0.0,3.0,2.0,,8.0,,,5.0,,,0.0,2.0,,,,,,0.0,5.0,7.0,,2.0,,,1.0,,,1.0,0.0,,,,,,0.0,1.0,1.0,,0.0,,,0.0,,,0.0,2.0,,,,,,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,,,,,0.0,8.0,5.0,,0.0,,,0.0,,,0.0,2.0,,,,,,0.0,4.0,1.0,,0.0,,,2.0,,,13.0,9.0,,,,,,0.0,29.0,28.0,,3.0,,,10.0,,122,46,96,0.479,15,40,0.375,15,17,0.882,12,30,42,28,6,5,11,18
