GAME_ID,HOME/AWAY,WL,MIN_TEAM,PTS_TEAM,FGM_TEAM,FGA_TEAM,FG_PCT_TEAM,FG3M_TEAM,FG3A_TEAM,FG3_PCT_TEAM,FTM_TEAM,FTA_TEAM,FT_PCT_TEAM,OREB_TEAM,DREB_TEAM,REB_TEAM,AST_TEAM,STL_TEAM,BLK_TEAM,TOV_PCT_TEAM,PF_TEAM,PLUS_MINUS_TEAM,FGM_AJ Green,FGM_Bobby Portis,FGM_Brook Lopez,FGM_George Hill,FGM_Giannis Antetokounmpo,FGM_Grayson Allen,FGM_Jevon Carter,FGM_Joe Ingles,FGM_Jordan Nwora,FGM_Jrue Holiday,FGM_Khris Middleton,FGM_MarJon Beauchamp,FGM_Pat Connaughton,FGM_Sandro Mamukelashvili,FGM_Serge Ibaka,FGM_Thanasis Antetokounmpo,FGM_Wesley Matthews,FGA_AJ Green,FGA_Bobby Portis,FGA_Brook Lopez,FGA_George Hill,FGA_Giannis Antetokounmpo,FGA_Grayson Allen,FGA_Jevon Carter,FGA_Joe Ingles,FGA_Jordan Nwora,FGA_Jrue Holiday,FGA_Khris Middleton,FGA_MarJon Beauchamp,FGA_Pat Connaughton,FGA_Sandro Mamukelashvili,FGA_Serge Ibaka,FGA_Thanasis Antetokounmpo,FGA_Wesley Matthews,FG_PCT_AJ Green,FG_PCT_Bobby Portis,FG_PCT_Brook Lopez,FG_PCT_George Hill,FG_PCT_Giannis Antetokounmpo,FG_PCT_Grayson Allen,FG_PCT_Jevon Carter,FG_PCT_Joe Ingles,FG_PCT_Jordan Nwora,FG_PCT_Jrue Holiday,FG_PCT_Khris Middleton,FG_PCT_MarJon Beauchamp,FG_PCT_Pat Connaughton,FG_PCT_Sandro Mamukelashvili,FG_PCT_Serge Ibaka,FG_PCT_Thanasis Antetokounmpo,FG_PCT_Wesley Matthews,FG3M_AJ Green,FG3M_Bobby Portis,FG3M_Brook Lopez,FG3M_George Hill,FG3M_Giannis Antetokounmpo,FG3M_Grayson Allen,FG3M_Jevon Carter,FG3M_Joe Ingles,FG3M_Jordan Nwora,FG3M_Jrue Holiday,FG3M_Khris Middleton,FG3M_MarJon Beauchamp,FG3M_Pat Connaughton,FG3M_Sandro Mamukelashvili,FG3M_Serge Ibaka,FG3M_Thanasis Antetokounmpo,FG3M_Wesley Matthews,FG3A_AJ Green,FG3A_Bobby Portis,FG3A_Brook Lopez,FG3A_George Hill,FG3A_Giannis Antetokounmpo,FG3A_Grayson Allen,FG3A_Jevon Carter,FG3A_Joe Ingles,FG3A_Jordan Nwora,FG3A_Jrue Holiday,FG3A_Khris Middleton,FG3A_MarJon Beauchamp,FG3A_Pat Connaughton,FG3A_Sandro Mamukelashvili,FG3A_Serge Ibaka,FG3A_Thanasis Antetokounmpo,FG3A_Wesley Matthews,FG3_PCT_AJ Green,FG3_PCT_Bobby Portis,FG3_PCT_Brook Lopez,FG3_PCT_George Hill,FG3_PCT_Giannis Antetokounmpo,FG3_PCT_Grayson Allen,FG3_PCT_Jevon Carter,FG3_PCT_Joe Ingles,FG3_PCT_Jordan Nwora,FG3_PCT_Jrue Holiday,FG3_PCT_Khris Middleton,FG3_PCT_MarJon Beauchamp,FG3_PCT_Pat Connaughton,FG3_PCT_Sandro Mamukelashvili,FG3_PCT_Serge Ibaka,FG3_PCT_Thanasis Antetokounmpo,FG3_PCT_Wesley Matthews,FTM_AJ Green,FTM_Bobby Portis,FTM_Brook Lopez,FTM_George Hill,FTM_Giannis Antetokounmpo,FTM_Grayson Allen,FTM_Jevon Carter,FTM_Joe Ingles,FTM_Jordan Nwora,FTM_Jrue Holiday,FTM_Khris Middleton,FTM_MarJon Beauchamp,FTM_Pat Connaughton,FTM_Sandro Mamukelashvili,FTM_Serge Ibaka,FTM_Thanasis Antetokounmpo,FTM_Wesley Matthews,FTA_AJ Green,FTA_Bobby Portis,FTA_Brook Lopez,FTA_George Hill,FTA_Giannis Antetokounmpo,FTA_Grayson Allen,FTA_Jevon Carter,FTA_Joe Ingles,FTA_Jordan Nwora,FTA_Jrue Holiday,FTA_Khris Middleton,FTA_MarJon Beauchamp,FTA_Pat Connaughton,FTA_Sandro Mamukelashvili,FTA_Serge Ibaka,FTA_Thanasis Antetokounmpo,FTA_Wesley Matthews,FT_PCT_AJ Green,FT_PCT_Bobby Portis,FT_PCT_Brook Lopez,FT_PCT_George Hill,FT_PCT_Giannis Antetokounmpo,FT_PCT_Grayson Allen,FT_PCT_Jevon Carter,FT_PCT_Joe Ingles,FT_PCT_Jordan Nwora,FT_PCT_Jrue Holiday,FT_PCT_Khris Middleton,FT_PCT_MarJon Beauchamp,FT_PCT_Pat Connaughton,FT_PCT_Sandro Mamukelashvili,FT_PCT_Serge Ibaka,FT_PCT_Thanasis Antetokounmpo,FT_PCT_Wesley Matthews,OREB_AJ Green,OREB_Bobby Portis,OREB_Brook Lopez,OREB_George Hill,OREB_Giannis Antetokounmpo,OREB_Grayson Allen,OREB_Jevon Carter,OREB_Joe Ingles,OREB_Jordan Nwora,OREB_Jrue Holiday,OREB_Khris Middleton,OREB_MarJon Beauchamp,OREB_Pat Connaughton,OREB_Sandro Mamukelashvili,OREB_Serge Ibaka,OREB_Thanasis Antetokounmpo,OREB_Wesley Matthews,DREB_AJ Green,DREB_Bobby Portis,DREB_Brook Lopez,DREB_George Hill,DREB_Giannis Antetokounmpo,DREB_Grayson Allen,DREB_Jevon Carter,DREB_Joe Ingles,DREB_Jordan Nwora,DREB_Jrue Holiday,DREB_Khris Middleton,DREB_MarJon Beauchamp,DREB_Pat Connaughton,DREB_Sandro Mamukelashvili,DREB_Serge Ibaka,DREB_Thanasis Antetokounmpo,DREB_Wesley Matthews,REB_AJ Green,REB_Bobby Portis,REB_Brook Lopez,REB_George Hill,REB_Giannis Antetokounmpo,REB_Grayson Allen,REB_Jevon Carter,REB_Joe Ingles,REB_Jordan Nwora,REB_Jrue Holiday,REB_Khris Middleton,REB_MarJon Beauchamp,REB_Pat Connaughton,REB_Sandro Mamukelashvili,REB_Serge Ibaka,REB_Thanasis Antetokounmpo,REB_Wesley Matthews,AST_AJ Green,AST_Bobby Portis,AST_Brook Lopez,AST_George Hill,AST_Giannis Antetokounmpo,AST_Grayson Allen,AST_Jevon Carter,AST_Joe Ingles,AST_Jordan Nwora,AST_Jrue Holiday,AST_Khris Middleton,AST_MarJon Beauchamp,AST_Pat Connaughton,AST_Sandro Mamukelashvili,AST_Serge Ibaka,AST_Thanasis Antetokounmpo,AST_Wesley Matthews,STL_AJ Green,STL_Bobby Portis,STL_Brook Lopez,STL_George Hill,STL_Giannis Antetokounmpo,STL_Grayson Allen,STL_Jevon Carter,STL_Joe Ingles,STL_Jordan Nwora,STL_Jrue Holiday,STL_Khris Middleton,STL_MarJon Beauchamp,STL_Pat Connaughton,STL_Sandro Mamukelashvili,STL_Serge Ibaka,STL_Thanasis Antetokounmpo,STL_Wesley Matthews,BLK_AJ Green,BLK_Bobby Portis,BLK_Brook Lopez,BLK_George Hill,BLK_Giannis Antetokounmpo,BLK_Grayson Allen,BLK_Jevon Carter,BLK_Joe Ingles,BLK_Jordan Nwora,BLK_Jrue Holiday,BLK_Khris Middleton,BLK_MarJon Beauchamp,BLK_Pat Connaughton,BLK_Sandro Mamukelashvili,BLK_Serge Ibaka,BLK_Thanasis Antetokounmpo,BLK_Wesley Matthews,TO_AJ Green,TO_Bobby Portis,TO_Brook Lopez,TO_George Hill,TO_Giannis Antetokounmpo,TO_Grayson Allen,TO_Jevon Carter,TO_Joe Ingles,TO_Jordan Nwora,TO_Jrue Holiday,TO_Khris Middleton,TO_MarJon Beauchamp,TO_Pat Connaughton,TO_Sandro Mamukelashvili,TO_Serge Ibaka,TO_Thanasis Antetokounmpo,TO_Wesley Matthews,PF_AJ Green,PF_Bobby Portis,PF_Brook Lopez,PF_George Hill,PF_Giannis Antetokounmpo,PF_Grayson Allen,PF_Jevon Carter,PF_Joe Ingles,PF_Jordan Nwora,PF_Jrue Holiday,PF_Khris Middleton,PF_MarJon Beauchamp,PF_Pat Connaughton,PF_Sandro Mamukelashvili,PF_Serge Ibaka,PF_Thanasis Antetokounmpo,PF_Wesley Matthews,PTS_AJ Green,PTS_Bobby Portis,PTS_Brook Lopez,PTS_George Hill,PTS_Giannis Antetokounmpo,PTS_Grayson Allen,PTS_Jevon Carter,PTS_Joe Ingles,PTS_Jordan Nwora,PTS_Jrue Holiday,PTS_Khris Middleton,PTS_MarJon Beauchamp,PTS_Pat Connaughton,PTS_Sandro Mamukelashvili,PTS_Serge Ibaka,PTS_Thanasis Antetokounmpo,PTS_Wesley Matthews,PTS_OPP,FGM_OPP,FGA_OPP,FG_PCT_OPP,FG3M_OPP,FG3A_OPP,FG3_PCT_OPP,FTM_OPP,FTA_OPP,FT_PCT_OPP,OREB_OPP,DREB_OPP,REB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP
0021800284,Home,W,241,135,49,86,0.57,15,40,0.375,22,29,0.759,6,35,41,30,7,3,13,22,6.0,,,3.0,,9.0,,,,,,8.0,,2.0,,,,,,,4.0,,16.0,,,,,,14.0,,6.0,,,,,,,0.75,,0.563,,,,,,0.571,,0.333,,,,,,,1.0,,0.0,,,,,,4.0,,0.0,,,,,,,2.0,,3.0,,,,,,9.0,,4.0,,,,,,,0.5,,0.0,,,,,,0.444,,0.0,,,,,,,2.0,,16.0,,,,,,1.0,,0.0,,,,,,,3.0,,20.0,,,,,,2.0,,0.0,,,,,,,0.667,,0.8,,,,,,0.5,,0.0,,,,,,,0.0,,2.0,,,,,,0.0,,1.0,,,,,,,2.0,,16.0,,,,,,4.0,,2.0,,,,,,,2.0,,18.0,,,,,,4.0,,3.0,,,,,,,1.0,,8.0,,,,,,2.0,,0.0,,,,,,,0.0,,2.0,,,,,,1.0,,0.0,,,,,,,1.0,,1.0,,,,,,0.0,,1.0,,,,,,,2.0,,3.0,,,,,,3.0,,1.0,,,,,,,4.0,,3.0,,,,,,1.0,,3.0,,,,,,,9.0,,34.0,,,,,,21.0,,4.0,,,,,129,49,92,0.533,10,21,0.476,21,28,0.75,9,30,39,27,8,3,10,21
0021800275,Home,L,239,114,42,87,0.483,10,44,0.227,20,30,0.667,7,36,43,30,6,7,14,17,-2.0,,,3.0,,14.0,,,,,,4.0,,3.0,,,,,,,17.0,,16.0,,,,,,9.0,,7.0,,,,,,,0.176,,0.875,,,,,,0.444,,0.429,,,,,,,0.0,,0.0,,,,,,2.0,,2.0,,,,,,,12.0,,1.0,,,,,,4.0,,6.0,,,,,,,0.0,,0.0,,,,,,0.5,,0.333,,,,,,,1.0,,7.0,,,,,,5.0,,0.0,,,,,,,2.0,,12.0,,,,,,5.0,,0.0,,,,,,,0.5,,0.583,,,,,,1.0,,0.0,,,,,,,0.0,,1.0,,,,,,0.0,,0.0,,,,,,,5.0,,9.0,,,,,,6.0,,5.0,,,,,,,5.0,,10.0,,,,,,6.0,,5.0,,,,,,,0.0,,3.0,,,,,,4.0,,2.0,,,,,,,0.0,,1.0,,,,,,1.0,,2.0,,,,,,,4.0,,0.0,,,,,,0.0,,2.0,,,,,,,0.0,,4.0,,,,,,4.0,,0.0,,,,,,,3.0,,2.0,,,,,,4.0,,0.0,,,,,,,7.0,,35.0,,,,,,15.0,,8.0,,,,,116,45,90,0.5,9,26,0.346,17,22,0.773,6,34,40,21,8,4,11,25
0021800259,Home,W,240,143,57,108,0.528,15,45,0.333,14,17,0.824,13,46,59,34,8,2,14,23,43.0,,,1.0,,13.0,,,,,,7.0,,2.0,,,,,,,3.0,,20.0,,,,,,12.0,,4.0,,,,,,,0.333,,0.65,,,,,,0.583,,0.5,,,,,,,1.0,,1.0,,,,,,2.0,,1.0,,,,,,,3.0,,3.0,,,,,,5.0,,2.0,,,,,,,0.333,,0.333,,,,,,0.4,,0.5,,,,,,,0.0,,6.0,,,,,,5.0,,0.0,,,,,,,0.0,,9.0,,,,,,5.0,,0.0,,,,,,,0.0,,0.667,,,,,,1.0,,0.0,,,,,,,0.0,,5.0,,,,,,0.0,,1.0,,,,,,,1.0,,11.0,,,,,,7.0,,2.0,,,,,,,1.0,,16.0,,,,,,7.0,,3.0,,,,,,,2.0,,9.0,,,,,,4.0,,2.0,,,,,,,0.0,,3.0,,,,,,2.0,,1.0,,,,,,,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,3.0,,3.0,,,,,,1.0,,0.0,,,,,,,4.0,,1.0,,,,,,3.0,,1.0,,,,,,,3.0,,33.0,,,,,,21.0,,5.0,,,,,100,34,93,0.366,9,41,0.22,23,28,0.821,10,30,40,13,8,6,17,20
0021800245,Home,W,240,104,40,88,0.455,11,36,0.306,13,22,0.591,13,38,51,21,8,3,15,16,6.0,,,3.0,,13.0,,,,,,4.0,,2.0,,,,,,,10.0,,25.0,,,,,,15.0,,3.0,,,,,,,0.3,,0.52,,,,,,0.267,,0.667,,,,,,,2.0,,0.0,,,,,,1.0,,1.0,,,,,,,7.0,,6.0,,,,,,8.0,,2.0,,,,,,,0.286,,0.0,,,,,,0.125,,0.5,,,,,,,0.0,,3.0,,,,,,4.0,,0.0,,,,,,,0.0,,6.0,,,,,,4.0,,0.0,,,,,,,0.0,,0.5,,,,,,1.0,,0.0,,,,,,,1.0,,3.0,,,,,,1.0,,1.0,,,,,,,9.0,,9.0,,,,,,5.0,,2.0,,,,,,,10.0,,12.0,,,,,,6.0,,3.0,,,,,,,0.0,,6.0,,,,,,5.0,,2.0,,,,,,,1.0,,2.0,,,,,,2.0,,0.0,,,,,,,3.0,,0.0,,,,,,0.0,,0.0,,,,,,,1.0,,4.0,,,,,,0.0,,0.0,,,,,,,3.0,,3.0,,,,,,2.0,,1.0,,,,,,,8.0,,29.0,,,,,,13.0,,5.0,,,,,98,40,94,0.426,12,41,0.293,6,9,0.667,13,30,43,30,6,4,17,20
0021800223,Home,W,240,123,47,93,0.505,18,43,0.419,11,17,0.647,11,44,55,28,8,8,16,14,19.0,,,5.0,,8.0,,,,,,9.0,,1.0,,,,,,,10.0,,15.0,,,,,,15.0,,4.0,,,,,,,0.5,,0.533,,,,,,0.6,,0.25,,,,,,,4.0,,2.0,,,,,,2.0,,0.0,,,,,,,8.0,,4.0,,,,,,6.0,,3.0,,,,,,,0.5,,0.5,,,,,,0.333,,0.0,,,,,,,0.0,,5.0,,,,,,3.0,,0.0,,,,,,,0.0,,9.0,,,,,,3.0,,0.0,,,,,,,0.0,,0.556,,,,,,1.0,,0.0,,,,,,,1.0,,4.0,,,,,,0.0,,0.0,,,,,,,4.0,,9.0,,,,,,10.0,,7.0,,,,,,,5.0,,13.0,,,,,,10.0,,7.0,,,,,,,0.0,,4.0,,,,,,8.0,,4.0,,,,,,,0.0,,0.0,,,,,,2.0,,1.0,,,,,,,2.0,,3.0,,,,,,0.0,,0.0,,,,,,,2.0,,4.0,,,,,,2.0,,0.0,,,,,,,0.0,,2.0,,,,,,3.0,,2.0,,,,,,,14.0,,23.0,,,,,,23.0,,2.0,,,,,104,41,94,0.436,13,33,0.394,9,13,0.692,4,32,36,22,8,3,12,15
0021800207,Home,L,239,113,41,81,0.506,9,35,0.257,22,27,0.815,9,35,44,22,5,8,16,22,-3.0,,,2.0,,10.0,,,,,,8.0,,6.0,,,,,,,5.0,,14.0,,,,,,16.0,,9.0,,,,,,,0.4,,0.714,,,,,,0.5,,0.667,,,,,,,2.0,,0.0,,,,,,2.0,,2.0,,,,,,,5.0,,2.0,,,,,,7.0,,5.0,,,,,,,0.4,,0.0,,,,,,0.286,,0.4,,,,,,,0.0,,11.0,,,,,,7.0,,2.0,,,,,,,0.0,,12.0,,,,,,7.0,,4.0,,,,,,,0.0,,0.917,,,,,,1.0,,0.5,,,,,,,0.0,,1.0,,,,,,1.0,,2.0,,,,,,,2.0,,8.0,,,,,,4.0,,4.0,,,,,,,2.0,,9.0,,,,,,5.0,,6.0,,,,,,,3.0,,4.0,,,,,,3.0,,2.0,,,,,,,0.0,,1.0,,,,,,0.0,,2.0,,,,,,,0.0,,2.0,,,,,,0.0,,1.0,,,,,,,0.0,,6.0,,,,,,2.0,,1.0,,,,,,,2.0,,4.0,,,,,,1.0,,1.0,,,,,,,6.0,,31.0,,,,,,25.0,,16.0,,,,,116,42,83,0.506,14,36,0.389,18,24,0.75,4,30,34,24,8,4,12,20
0021800187,Away,W,239,121,48,84,0.571,17,34,0.5,8,13,0.615,5,36,41,27,10,7,12,17,7.0,,,10.0,,11.0,,,,,,8.0,,1.0,,,,,,,17.0,,16.0,,,,,,12.0,,3.0,,,,,,,0.588,,0.688,,,,,,0.667,,0.333,,,,,,,8.0,,0.0,,,,,,3.0,,0.0,,,,,,,13.0,,1.0,,,,,,5.0,,2.0,,,,,,,0.615,,0.0,,,,,,0.6,,0.0,,,,,,,0.0,,0.0,,,,,,2.0,,0.0,,,,,,,0.0,,5.0,,,,,,2.0,,0.0,,,,,,,0.0,,0.0,,,,,,1.0,,0.0,,,,,,,1.0,,0.0,,,,,,1.0,,0.0,,,,,,,3.0,,9.0,,,,,,4.0,,3.0,,,,,,,4.0,,9.0,,,,,,5.0,,3.0,,,,,,,1.0,,8.0,,,,,,2.0,,3.0,,,,,,,1.0,,2.0,,,,,,0.0,,0.0,,,,,,,2.0,,1.0,,,,,,0.0,,3.0,,,,,,,1.0,,3.0,,,,,,3.0,,1.0,,,,,,,3.0,,2.0,,,,,,3.0,,0.0,,,,,,,28.0,,22.0,,,,,,21.0,,2.0,,,,,114,41,89,0.461,18,38,0.474,14,20,0.7,10,29,39,27,8,5,10,16
0021800175,Away,L,265,126,47,105,0.448,16,46,0.348,16,23,0.696,15,37,52,31,11,8,17,26,-0.2,,,6.0,,11.0,,,,,,6.0,,3.0,,,,,,,12.0,,19.0,,,,,,13.0,,8.0,,,,,,,0.5,,0.579,,,,,,0.462,,0.375,,,,,,,6.0,,0.0,,,,,,2.0,,2.0,,,,,,,12.0,,2.0,,,,,,4.0,,6.0,,,,,,,0.5,,0.0,,,,,,0.5,,0.333,,,,,,,2.0,,5.0,,,,,,0.0,,2.0,,,,,,,2.0,,11.0,,,,,,0.0,,2.0,,,,,,,1.0,,0.455,,,,,,0.0,,1.0,,,,,,,0.0,,4.0,,,,,,0.0,,3.0,,,,,,,4.0,,14.0,,,,,,3.0,,2.0,,,,,,,4.0,,18.0,,,,,,3.0,,5.0,,,,,,,2.0,,4.0,,,,,,5.0,,5.0,,,,,,,2.0,,5.0,,,,,,1.0,,0.0,,,,,,,3.0,,2.0,,,,,,0.0,,1.0,,,,,,,0.0,,6.0,,,,,,5.0,,0.0,,,,,,,1.0,,5.0,,,,,,6.0,,2.0,,,,,,,20.0,,27.0,,,,,,14.0,,10.0,,,,,128,46,99,0.465,14,34,0.412,22,27,0.815,10,44,54,26,6,6,17,19
0021800166,Away,W,240,134,52,101,0.515,9,35,0.257,21,27,0.778,13,33,46,33,11,7,12,23,23.0,,,1.0,,7.0,,,,,,6.0,,7.0,,,,,,,5.0,,16.0,,,,,,16.0,,11.0,,,,,,,0.2,,0.438,,,,,,0.375,,0.636,,,,,,,0.0,,0.0,,,,,,2.0,,1.0,,,,,,,2.0,,2.0,,,,,,9.0,,3.0,,,,,,,0.0,,0.0,,,,,,0.222,,0.333,,,,,,,0.0,,10.0,,,,,,3.0,,0.0,,,,,,,0.0,,11.0,,,,,,4.0,,1.0,,,,,,,0.0,,0.909,,,,,,0.75,,0.0,,,,,,,1.0,,2.0,,,,,,1.0,,2.0,,,,,,,3.0,,7.0,,,,,,2.0,,2.0,,,,,,,4.0,,9.0,,,,,,3.0,,4.0,,,,,,,2.0,,4.0,,,,,,6.0,,2.0,,,,,,,1.0,,2.0,,,,,,3.0,,0.0,,,,,,,1.0,,2.0,,,,,,1.0,,1.0,,,,,,,0.0,,2.0,,,,,,2.0,,1.0,,,,,,,0.0,,5.0,,,,,,3.0,,3.0,,,,,,,2.0,,24.0,,,,,,17.0,,15.0,,,,,111,42,87,0.483,10,28,0.357,17,22,0.773,8,30,38,31,5,6,18,22
0021800152,Away,L,240,103,40,92,0.435,16,42,0.381,7,8,0.875,12,30,42,26,2,1,11,16,-15.0,,,8.0,,11.0,,,,,,8.0,,0.0,,,,,,,14.0,,18.0,,,,,,19.0,,0.0,,,,,,,0.571,,0.611,,,,,,0.421,,0.0,,,,,,,6.0,,0.0,,,,,,4.0,,0.0,,,,,,,10.0,,2.0,,,,,,10.0,,0.0,,,,,,,0.6,,0.0,,,,,,0.4,,0.0,,,,,,,0.0,,1.0,,,,,,2.0,,2.0,,,,,,,0.0,,2.0,,,,,,2.0,,2.0,,,,,,,0.0,,0.5,,,,,,1.0,,1.0,,,,,,,0.0,,2.0,,,,,,2.0,,2.0,,,,,,,4.0,,7.0,,,,,,6.0,,0.0,,,,,,,4.0,,9.0,,,,,,8.0,,2.0,,,,,,,1.0,,6.0,,,,,,6.0,,0.0,,,,,,,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,1.0,,0.0,,,,,,0.0,,0.0,,,,,,,0.0,,6.0,,,,,,1.0,,0.0,,,,,,,4.0,,1.0,,,,,,4.0,,0.0,,,,,,,22.0,,23.0,,,,,,22.0,,2.0,,,,,118,48,91,0.527,17,43,0.395,5,8,0.625,11,40,51,23,7,3,12,17
0021800133,Home,W,242,144,46,95,0.484,22,56,0.393,30,33,0.909,10,46,56,30,6,7,12,20,35.0,,,2.0,,8.0,,,,,,3.0,,5.0,,,,,,,9.0,,11.0,,,,,,12.0,,8.0,,,,,,,0.222,,0.727,,,,,,0.25,,0.625,,,,,,,2.0,,1.0,,,,,,3.0,,3.0,,,,,,,9.0,,2.0,,,,,,8.0,,4.0,,,,,,,0.222,,0.5,,,,,,0.375,,0.75,,,,,,,2.0,,9.0,,,,,,3.0,,0.0,,,,,,,2.0,,12.0,,,,,,3.0,,0.0,,,,,,,1.0,,0.75,,,,,,1.0,,0.0,,,,,,,0.0,,3.0,,,,,,0.0,,3.0,,,,,,,2.0,,12.0,,,,,,3.0,,2.0,,,,,,,2.0,,15.0,,,,,,3.0,,5.0,,,,,,,0.0,,11.0,,,,,,3.0,,0.0,,,,,,,0.0,,1.0,,,,,,1.0,,0.0,,,,,,,4.0,,1.0,,,,,,0.0,,1.0,,,,,,,0.0,,5.0,,,,,,1.0,,0.0,,,,,,,3.0,,3.0,,,,,,0.0,,0.0,,,,,,,8.0,,26.0,,,,,,12.0,,13.0,,,,,109,42,95,0.442,14,36,0.389,11,22,0.5,8,36,44,24,6,4,15,26
0021800115,Away,L,240,113,41,85,0.482,9,29,0.31,22,30,0.733,8,37,45,20,8,3,14,20,-4.0,,,1.0,,13.0,,,,,,6.0,,1.0,,,,,,,4.0,,22.0,,,,,,18.0,,2.0,,,,,,,0.25,,0.591,,,,,,0.333,,0.5,,,,,,,0.0,,0.0,,,,,,3.0,,0.0,,,,,,,3.0,,1.0,,,,,,10.0,,1.0,,,,,,,0.0,,0.0,,,,,,0.3,,0.0,,,,,,,0.0,,7.0,,,,,,1.0,,0.0,,,,,,,0.0,,11.0,,,,,,1.0,,0.0,,,,,,,0.0,,0.636,,,,,,1.0,,0.0,,,,,,,0.0,,2.0,,,,,,1.0,,0.0,,,,,,,5.0,,9.0,,,,,,3.0,,3.0,,,,,,,5.0,,11.0,,,,,,4.0,,3.0,,,,,,,0.0,,2.0,,,,,,5.0,,2.0,,,,,,,1.0,,3.0,,,,,,2.0,,0.0,,,,,,,2.0,,0.0,,,,,,0.0,,0.0,,,,,,,2.0,,4.0,,,,,,3.0,,0.0,,,,,,,1.0,,2.0,,,,,,2.0,,1.0,,,,,,,2.0,,33.0,,,,,,16.0,,2.0,,,,,117,41,92,0.446,24,55,0.436,11,13,0.846,8,34,42,30,5,8,12,23
0021800092,Home,W,239,124,45,92,0.489,19,45,0.422,15,19,0.789,8,49,57,28,5,4,17,21,15.0,,,3.0,,,,,,,,4.0,,3.0,,,,,,,10.0,,,,,,,,11.0,,8.0,,,,,,,0.3,,,,,,,,0.364,,0.375,,,,,,,1.0,,,,,,,,4.0,,2.0,,,,,,,5.0,,,,,,,,9.0,,4.0,,,,,,,0.2,,,,,,,,0.444,,0.5,,,,,,,2.0,,,,,,,,2.0,,0.0,,,,,,,2.0,,,,,,,,3.0,,2.0,,,,,,,1.0,,,,,,,,0.667,,0.0,,,,,,,1.0,,,,,,,,0.0,,2.0,,,,,,,3.0,,,,,,,,4.0,,6.0,,,,,,,4.0,,,,,,,,4.0,,8.0,,,,,,,1.0,,,,,,,,8.0,,0.0,,,,,,,0.0,,,,,,,,2.0,,1.0,,,,,,,1.0,,,,,,,,0.0,,0.0,,,,,,,1.0,,,,,,,,3.0,,1.0,,,,,,,2.0,,,,,,,,4.0,,1.0,,,,,,,9.0,,,,,,,,14.0,,8.0,,,,,109,39,103,0.379,9,45,0.2,22,28,0.786,15,36,51,25,9,7,10,19
0021800081,Home,W,241,113,41,82,0.5,10,30,0.333,21,23,0.913,6,51,57,24,6,7,21,19,22.0,,,4.0,,9.0,,,,,,4.0,,3.0,,,,,,,5.0,,12.0,,,,,,9.0,,7.0,,,,,,,0.8,,0.75,,,,,,0.444,,0.429,,,,,,,2.0,,0.0,,,,,,2.0,,2.0,,,,,,,3.0,,0.0,,,,,,4.0,,4.0,,,,,,,0.667,,0.0,,,,,,0.5,,0.5,,,,,,,1.0,,3.0,,,,,,8.0,,2.0,,,,,,,1.0,,4.0,,,,,,8.0,,2.0,,,,,,,1.0,,0.75,,,,,,1.0,,1.0,,,,,,,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,1.0,,7.0,,,,,,7.0,,6.0,,,,,,,1.0,,7.0,,,,,,7.0,,6.0,,,,,,,0.0,,1.0,,,,,,4.0,,1.0,,,,,,,0.0,,0.0,,,,,,1.0,,0.0,,,,,,,2.0,,1.0,,,,,,0.0,,1.0,,,,,,,3.0,,4.0,,,,,,3.0,,1.0,,,,,,,2.0,,2.0,,,,,,2.0,,1.0,,,,,,,11.0,,21.0,,,,,,18.0,,10.0,,,,,91,33,101,0.327,10,43,0.233,15,17,0.882,11,30,41,21,9,6,11,22
0021800071,Away,W,239,125,49,92,0.533,19,46,0.413,8,11,0.727,7,55,62,32,4,8,17,23,30.0,,,4.0,,5.0,,,,,,6.0,,3.0,,,,,,,9.0,,9.0,,,,,,10.0,,8.0,,,,,,,0.444,,0.556,,,,,,0.6,,0.375,,,,,,,3.0,,0.0,,,,,,4.0,,1.0,,,,,,,7.0,,1.0,,,,,,7.0,,5.0,,,,,,,0.429,,0.0,,,,,,0.571,,0.2,,,,,,,0.0,,5.0,,,,,,0.0,,0.0,,,,,,,0.0,,6.0,,,,,,0.0,,0.0,,,,,,,0.0,,0.833,,,,,,0.0,,0.0,,,,,,,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,3.0,,12.0,,,,,,4.0,,7.0,,,,,,,3.0,,12.0,,,,,,4.0,,7.0,,,,,,,1.0,,6.0,,,,,,1.0,,0.0,,,,,,,0.0,,0.0,,,,,,2.0,,0.0,,,,,,,1.0,,2.0,,,,,,1.0,,0.0,,,,,,,1.0,,4.0,,,,,,2.0,,1.0,,,,,,,2.0,,4.0,,,,,,2.0,,3.0,,,,,,,11.0,,15.0,,,,,,16.0,,7.0,,,,,95,36,112,0.321,10,43,0.233,13,18,0.722,17,32,49,19,10,6,7,15
